x y z charge scale scaleCoul Type
 0 0 4.18215e-16  2.28754  4.54243 0 1 1 81
 0 1 1.64163e-15  22.2675  4.54243 0 1 1 81
 0 2 1.36549e-15  2.28754  20.0126 0 1 1 81
 0 3 2.5889e-15  22.2675  20.0126 0 1 1 81
 0 4 4.54243  1.40072e-16  2.28754 0 1 1 81
 0 5 4.54243  1.36349e-15  22.2675 0 1 1 81
 0 6 20.0126  1.40072e-16  2.28754 0 1 1 81
 0 7 20.0126  1.36349e-15  22.2675 0 1 1 81
 0 8 2.28754  4.54243  0 0 1 1 81
 0 9 22.2675  4.54243  0 0 1 1 81
 0 10 2.28754  20.0126  0 0 1 1 81
 0 11 22.2675  20.0126  0 0 1 1 81
 0 12 14.565  12.2775  7.73507 0 1 1 81
 0 13 9.98996  12.2775  7.73507 0 1 1 81
 0 14 14.565  12.2775  16.8199 0 1 1 81
 0 15 9.98996  12.2775  16.8199 0 1 1 81
 0 16 12.2775  16.8199  9.98996 0 1 1 81
 0 17 12.2775  16.8199  14.565 0 1 1 81
 0 18 12.2775  7.73507  9.98996 0 1 1 81
 0 19 12.2775  7.73507  14.565 0 1 1 81
 0 20 16.8199  14.565  12.2775 0 1 1 81
 0 21 16.8199  9.98996  12.2775 0 1 1 81
 0 22 7.73507  14.565  12.2775 0 1 1 81
 0 23 7.73507  9.98996  12.2775 0 1 1 81
 0 24 1.92178e-15  14.565  16.8199 0 1 1 81
 0 25 1.64163e-15  9.98996  16.8199 0 1 1 81
 0 26 1.36549e-15  14.565  7.73507 0 1 1 81
 0 27 1.08534e-15  9.98996  7.73507 0 1 1 81
 0 28 4.54243  12.2775  14.565 0 1 1 81
 0 29 4.54243  12.2775  9.98996 0 1 1 81
 0 30 20.0126  12.2775  14.565 0 1 1 81
 0 31 20.0126  12.2775  9.98996 0 1 1 81
 0 32 2.28754  16.8199  12.2775 0 1 1 81
 0 33 22.2675  16.8199  12.2775 0 1 1 81
 0 34 2.28754  7.73507  12.2775 0 1 1 81
 0 35 22.2675  7.73507  12.2775 0 1 1 81
 0 36 14.565  1.22542e-15  20.0126 0 1 1 81
 0 37 9.98996  1.22542e-15  20.0126 0 1 1 81
 0 38 14.565  2.78144e-16  4.54243 0 1 1 81
 0 39 9.98996  2.78144e-16  4.54243 0 1 1 81
 0 40 12.2775  4.54243  22.2675 0 1 1 81
 0 41 12.2775  4.54243  2.28754 0 1 1 81
 0 42 12.2775  20.0126  22.2675 0 1 1 81
 0 43 12.2775  20.0126  2.28754 0 1 1 81
 0 44 16.8199  2.28754  0 0 1 1 81
 0 45 16.8199  22.2675  0 0 1 1 81
 0 46 7.73507  2.28754  0 0 1 1 81
 0 47 7.73507  22.2675  0 0 1 1 81
 0 48 12.2775  2.28754  16.8199 0 1 1 81
 0 49 12.2775  22.2675  16.8199 0 1 1 81
 0 50 12.2775  2.28754  7.73507 0 1 1 81
 0 51 12.2775  22.2675  7.73507 0 1 1 81
 0 52 16.8199  8.91852e-16  14.565 0 1 1 81
 0 53 16.8199  6.11708e-16  9.98996 0 1 1 81
 0 54 7.73507  8.91852e-16  14.565 0 1 1 81
 0 55 7.73507  6.11708e-16  9.98996 0 1 1 81
 0 56 14.565  4.54243  12.2775 0 1 1 81
 0 57 9.98996  4.54243  12.2775 0 1 1 81
 0 58 14.565  20.0126  12.2775 0 1 1 81
 0 59 9.98996  20.0126  12.2775 0 1 1 81
 0 60 2.28754  12.2775  20.0126 0 1 1 81
 0 61 22.2675  12.2775  20.0126 0 1 1 81
 0 62 2.28754  12.2775  4.54243 0 1 1 81
 0 63 22.2675  12.2775  4.54243 0 1 1 81
 0 64 2.39341e-15  16.8199  22.2675 0 1 1 81
 0 65 1.17e-15  16.8199  2.28754 0 1 1 81
 0 66 1.83712e-15  7.73507  22.2675 0 1 1 81
 0 67 6.13708e-16  7.73507  2.28754 0 1 1 81
 0 68 4.54243  14.565  0 0 1 1 81
 0 69 4.54243  9.98996  0 0 1 1 81
 0 70 20.0126  14.565  0 0 1 1 81
 0 71 20.0126  9.98996  0 0 1 1 81
 0 72 12.2775  14.565  4.54243 0 1 1 81
 0 73 12.2775  9.98996  4.54243 0 1 1 81
 0 74 12.2775  14.565  20.0126 0 1 1 81
 0 75 12.2775  9.98996  20.0126 0 1 1 81
 0 76 16.8199  12.2775  2.28754 0 1 1 81
 0 77 16.8199  12.2775  22.2675 0 1 1 81
