Framework Atoms: 18432
===============================================================================

  0   1  8.45689  1.12429  8.88658  1.00000  2.05000  1.00000 
  1   1 18.46789  8.82521 11.18792  1.00000  2.05000  1.00000 
  2   1 11.56511 11.07379  4.49642  1.00000  2.05000  1.00000 
  3   1  1.55411 18.77471  2.19508  1.00000  2.05000  1.00000 
  4   1 11.56511 18.77471  4.49642  1.00000  2.05000  1.00000 
  5   1  1.55411 11.07379  2.19508  1.00000  2.05000  1.00000 
  6   1  8.45689  8.82521  8.88658  1.00000  2.05000  1.00000 
  7   1 18.46789  1.12429 11.18792  1.00000  2.05000  1.00000 
  8   1  6.14996  0.55160 10.84960  1.00000  2.05000  1.00000 
  9   1 16.16096  9.39790  9.22490  1.00000  2.05000  1.00000 
 10   1 13.87204 10.50110  2.53340  1.00000  2.05000  1.00000 
 11   1  3.86104 19.34740  4.15810  1.00000  2.05000  1.00000 
 12   1 13.87204 19.34740  2.53340  1.00000  2.05000  1.00000 
 13   1  3.86104 10.50110  4.15810  1.00000  2.05000  1.00000 
 14   1  6.14996  9.39790 10.84960  1.00000  2.05000  1.00000 
 15   1 16.16096  0.55160  9.22490  1.00000  2.05000  1.00000 
 16   1  5.58834  1.21921  0.41755  1.00000  2.05000  1.00000 
 17   1 15.59934  8.73029  6.27395  1.00000  2.05000  1.00000 
 18   1 14.43366 11.16871 12.96545  1.00000  2.05000  1.00000 
 19   1  4.42266 18.67979  7.10905  1.00000  2.05000  1.00000 
 20   1 14.43366 18.67979 12.96545  1.00000  2.05000  1.00000 
 21   1  4.42266 11.16871  7.10905  1.00000  2.05000  1.00000 
 22   1  5.58834  8.73029  0.41755  1.00000  2.05000  1.00000 
 23   1 15.59934  1.21921  6.27395  1.00000  2.05000  1.00000 
 24   1  2.44569  1.25324  0.35733  1.00000  2.05000  1.00000 
 25   1 12.45669  8.69626  6.33417  1.00000  2.05000  1.00000 
 26   1 17.57631 11.20274 13.02567  1.00000  2.05000  1.00000 
 27   1  7.56531 18.64576  7.04883  1.00000  2.05000  1.00000 
 28   1 17.57631 18.64576 13.02567  1.00000  2.05000  1.00000 
 29   1  7.56531 11.20274  7.04883  1.00000  2.05000  1.00000 
 30   1  2.44569  8.69626  0.35733  1.00000  2.05000  1.00000 
 31   1 12.45669  1.25324  6.33417  1.00000  2.05000  1.00000 
 32   1  1.42717  0.54165 10.90032  1.00000  2.05000  1.00000 
 33   1 11.43817  9.40785  9.17418  1.00000  2.05000  1.00000 
 34   1 18.59483 10.49115  2.48268  1.00000  2.05000  1.00000 
