Framework Atoms: 207
===============================================================================

0    2    5.73186    7.43804    5.70734    1    0    1
1    2    5.14693    6.87963    6.85303    1    0    1
2    2    5.7067    5.73661    7.44222    1    0    1
3    2    6.85601    5.15628    6.88695    1    0    1
4    2    7.44156    5.71316    5.74249    1    0    1
5    2    6.88088    6.85495    5.15482    1    0    1
6    2    25.03614    23.08174    5.70734    1    0    1
7    2    23.88385    23.64409    5.13924    1    0    1
8    2    23.3056    24.78584    5.70917    1    0    1
9    2    23.87596    25.36308    6.8515    1    0    1
10    2    25.02704    24.80287    7.42083    1    0    1
11    2    25.60467    23.66113    6.85058    1    0    1
12    2    25.01933    7.43652    24.8677    1    0    1
13    2    25.58336    6.86171    23.71957    1    0    1
14    2    25.00388    5.71967    23.14841    1    0    1
15    2    23.85608    5.15609    23.72385    1    0    1
16    2    23.29174    5.72967    24.87076    1    0    1
17    2    23.87152    6.87049    25.44039    1    0    1
18    2    5.80039    23.16121    24.78489    1    0    1
19    2    5.22826    23.74376    23.64623    1    0    1
20    2    5.80048    24.89289    23.08179    1    0    1
21    2    6.95004    25.45397    23.6557    1    0    1
22    2    7.52278    24.87203    24.79436    1    0    1
23    2    6.94903    23.72412    25.35666    1    0    1
24    2    17.43622    1.82888    30.19977    1    0    1
25    2    18.36404    2.5957    29.49323    1    0    1
26    2    16.48791    1.03622    28.17457    1    0    1
27    2    17.4    1.78898    27.42861    1    0    1
28    2    13.30556    0.36023    1.88279    1    0    1
29    2    12.37834    1.0686    2.64861    1    0    1
30    2    14.25278    2.38373    1.08457    1    0    1
31    2    13.34155    3.13122    1.83603    1    0    1
32    2    16.48562    29.47073    2.42736    1    0    1
33    2    17.42582    28.67409    0.40003    1    0    1
34    2    18.35429    27.90667    1.10443    1    0    1
35    2    17.39852    28.71766    3.17119    1    0    1
36    2    13.39075    30.16016    28.72496    1    0    1
37    2    12.46168    29.45729    27.95638    1    0    1
38    2    13.41858    27.38887    28.76193    1    0    1
39    2    14.33203    28.13086    29.51615    1    0    1
40    2    12.3922    2.46648    2.61897    1    0    1
41    2    18.34958    2.57009    28.09542    1    0    1
42    2    12.47175    28.05942    27.98052    1    0    1
43    2    18.34511    27.93441    2.50223    1    0    1
44    2    30.34522    17.30462    1.82961    1    0    1
45    2    29.63622    18.2309    2.59636    1    0    1
46    2    28.32219    16.35604    1.032    1    0    1
47    2    27.57416    17.26642    1.78408    1    0    1
48    2    1.89909    13.22048    0.36641    1    0    1
49    2    2.66376    12.29444    1.07784    1    0    1
50    2    1.09506    14.16901    2.38702    1    0    1
51    2    1.84508    13.25886    3.13726    1    0    1
52    2    2.49626    16.3556    29.47611    1    0    1
53    2    0.47185    17.29876    28.67514    1    0    1
54    2    1.17942    18.22633    27.9087    1    0    1
55    2    3.24312    17.26759    28.72434    1    0    1
56    2    28.92265    13.21662    30.15179    1    0    1
57    2    28.15481    12.29004    29.44494    1    0    1
58    2    28.96694    13.24945    27.38063    1    0    1
59    2    29.7207    14.16045    28.12629    1    0    1
60    2    2.63093    12.30966    2.47534    1    0    1
61    2    28.23872    18.21531    2.56794    1    0    1
62    2    28.18215    12.30263    28.04744    1    0    1
63    2    2.57719    18.21472    27.93926    1    0    1
64    2    1.91088    30.21663    17.32433    1    0    1
65    2    2.68047    29.50665    18.24724    1    0    1
66    2    1.10923    28.19444    16.37667    1    0    1
67    2    1.86401    27.44564    17.28369    1    0    1
68    2    0.38943    1.90456    13.24643    1    0    1
69    2    1.09683    2.67016    12.31803    1    0    1
70    2    2.41394    1.10167    14.18737    1    0    1
71    2    3.16033    1.8523    13.27486    1    0    1
72    2    29.64321    2.45237    16.38859    1    0    1
73    2    28.84569    0.42734    17.33289    1    0    1
74    2    28.08232    1.13418    18.26343    1    0    1
75    2    28.89429    3.19833    17.30324    1    0    1
76    2    30.35279    28.7505    13.2443    1    0    1
77    2    29.64407    27.98162    12.31986    1    0    1
78    2    27.58198    28.79053    13.28708    1    0    1
79    2    28.32994    29.54505    14.19562    1    0    1
80    2    2.49455    2.63807    12.32811    1    0    1
81    2    2.6515    28.10878    18.23073    1    0    1
82    2    28.24639    28.00699    12.33789    1    0    1
83    2    28.11247    2.53205    18.25274    1    0    1
84    2    5.13786    8.49487    5.08545    1    0    1
85    2    4.59376    9.40777    4.51643    1    0    1
86    2    3.93364    10.4478    3.82792    1    0    1
87    2    3.35044    11.31088    3.2213    1    0    1
88    2    25.64883    22.02557    5.10256    1    0    1
89    2    26.21085    21.11334    4.55004    1    0    1
90    2    26.89283    20.07429    3.8814    1    0    1
91    2    27.49569    19.21249    3.29251    1    0    1
92    2    25.63128    8.49268    25.4734    1    0    1
93    2    26.18954    9.40491    26.0302    1    0    1
94    2    26.86296    10.44366    26.7074    1    0    1
95    2    27.45498    11.30546    27.30698    1    0    1
96    2    5.15833    22.03866    25.41717    1    0    1
97    2    4.59899    21.12302    25.96633    1    0    1
98    2    3.91934    20.07993    26.63131    1    0    1
99    2    3.31839    19.21502    27.21744    1    0    1
100    2    5.08874    5.14397    8.50203    1    0    1
101    2    4.52342    4.60055    9.4176    1    0    1
102    2    3.83905    3.94068    10.46091    1    0    1
103    2    3.23615    3.35753    11.32667    1    0    1
104    2    5.19415    25.50936    22.02901    1    0    1
105    2    4.64015    26.07448    21.11955    1    0    1
106    2    3.96949    26.75972    20.08388    1    0    1
107    2    3.37849    27.36456    19.22484    1    0    1
108    2    25.66559    25.44949    8.53718    1    0    1
109    2    26.22361    26.00933    9.44725    1    0    1
110    2    26.9026    26.68469    10.48383    1    0    1
111    2    27.50386    27.27845    11.34348    1    0    1
112    2    25.60175    5.11063    22.08615    1    0    1
113    2    26.14836    4.55171    21.16844    1    0    1
114    2    26.81031    3.87268    20.12299    1    0    1
115    2    27.39376    3.2725    19.25571    1    0    1
