x y z charge scale scaleCoul Type
 0 0 13.7918  39.6226  35.1661 0.7 1 1 7
 0 1 13.7043  40.5459  35.8628 -0.35 1 1 8
 0 2 13.8792  38.6992  34.4694 -0.35 1 1 8
 1 0 0.28042  42.0371  37.6835 0.7 1 1 7
 1 1 1.10628  42.3585  36.935 -0.35 1 1 8
 1 2 -0.545437  41.7157  38.432 -0.35 1 1 8
 2 0 25.3147  2.49207  29.0258 0.7 1 1 7
 2 1 24.8721  3.52425  29.3162 -0.35 1 1 8
 2 2 25.7573  1.45989  28.7355 -0.35 1 1 8
 3 0 13.4903  40.498  16.1483 0.7 1 1 7
 3 1 13.3662  39.3869  16.4578 -0.35 1 1 8
 3 2 13.6145  41.609  15.8388 -0.35 1 1 8
 4 0 21.3507  34.2396  28.1413 0.7 1 1 7
 4 1 21.6566  35.3577  28.1829 -0.35 1 1 8
 4 2 21.0448  33.1214  28.0998 -0.35 1 1 8
 5 0 32.5866  26.6118  23.792 0.7 1 1 7
 5 1 33.0644  25.6162  23.4371 -0.35 1 1 8
 5 2 32.1088  27.6075  24.147 -0.35 1 1 8
 6 0 33.5186  41.6387  3.07937 0.7 1 1 7
 6 1 32.5353  41.7548  3.68361 -0.35 1 1 8
 6 2 34.502  41.5227  2.47513 -0.35 1 1 8
 7 0 23.3868  4.42561  24.6662 0.7 1 1 7
 7 1 22.6344  4.07916  25.4783 -0.35 1 1 8
 7 2 24.1393  4.77206  23.8541 -0.35 1 1 8
 8 0 2.11863  28.7137  21.81 0.7 1 1 7
 8 1 1.06906  28.2325  21.9215 -0.35 1 1 8
 8 2 3.16819  29.195  21.6985 -0.35 1 1 8
 9 0 4.38402  12.5305  3.09951 0.7 1 1 7
 9 1 5.18957  13.3291  3.34227 -0.35 1 1 8
 9 2 3.57848  11.7319  2.85675 -0.35 1 1 8
 10 0 10.2219  15.3697  4.28758 0.7 1 1 7
 10 1 11.1074  15.6493  3.59229 -0.35 1 1 8
 10 2 9.3365  15.0902  4.98288 -0.35 1 1 8
 11 0 29.5549  25.6908  16.1696 0.7 1 1 7
 11 1 28.8666  24.9584  15.5905 -0.35 1 1 8
 11 2 30.2433  26.4232  16.7487 -0.35 1 1 8
 12 0 9.44523  26.0673  27.1869 0.7 1 1 7
 12 1 10.6051  26.0833  27.1807 -0.35 1 1 8
 12 2 8.28536  26.0512  27.1931 -0.35 1 1 8
 13 0 18.8872  18.8129  24.2636 0.7 1 1 7
 13 1 19.8123  19.4149  23.9065 -0.35 1 1 8
 13 2 17.9622  18.2109  24.6206 -0.35 1 1 8
 14 0 1.8044  8.37602  13.7999 0.7 1 1 7
 14 1 2.72269  7.71524  13.5436 -0.35 1 1 8
 14 2 0.886105  9.0368  14.0562 -0.35 1 1 8
 15 0 14.6654  34.0396  36.0485 0.7 1 1 7
 15 1 14.8431  35.1218  35.6705 -0.35 1 1 8
 15 2 14.4876  32.9574  36.4265 -0.35 1 1 8
 16 0 14.9984  2.7117  23.0378 0.7 1 1 7
 16 1 15.3006  3.50595  22.2482 -0.35 1 1 8
 16 2 14.6962  1.91746  23.8273 -0.35 1 1 8
 17 0 2.15008  34.7628  8.84203 0.7 1 1 7
 17 1 2.50953  35.7144  8.28447 -0.35 1 1 8
 17 2 1.79063  33.8112  9.39959 -0.35 1 1 8
 18 0 26.8758  4.34216  36.0086 0.7 1 1 7
 18 1 26.9404  3.207  36.2385 -0.35 1 1 8
 18 2 26.8112  5.47732  35.7788 -0.35 1 1 8
 19 0 4.91152  26.974  2.45249 0.7 1 1 7
 19 1 4.87476  28.1055  2.19952 -0.35 1 1 8
 19 2 4.94829  25.8425  2.70545 -0.35 1 1 8
 20 0 24.391  42.6585  23.5657 0.7 1 1 7
 20 1 23.6425  43.5361  23.6883 -0.35 1 1 8
 20 2 25.1396  41.7808  23.4431 -0.35 1 1 8
 21 0 29.6609  11.4418  14.2223 0.7 1 1 7
 21 1 28.8655  11.8485  14.9622 -0.35 1 1 8
 21 2 30.4563  11.0351  13.4824 -0.35 1 1 8
 22 0 0.989684  10.396  27.4355 0.7 1 1 7
 22 1 1.14006  10.338  26.2868 -0.35 1 1 8
 22 2 0.839309  10.454  28.5843 -0.35 1 1 8
 23 0 28.9407  7.80393  16.903 0.7 1 1 7
 23 1 28.5814  6.71141  16.7516 -0.35 1 1 8
 23 2 29.3  8.89644  17.0544 -0.35 1 1 8
 24 0 22.7375  45.0662  4.57661 0.7 1 1 7
 24 1 23.7109  45.3103  5.15842 -0.35 1 1 8
 24 2 21.7641  44.8222  3.9948 -0.35 1 1 8
 25 0 30.9324  23.3699  13.0899 0.7 1 1 7
 25 1 31.6528  23.7342  13.9229 -0.35 1 1 8
 25 2 30.2121  23.0056  12.2568 -0.35 1 1 8
 26 0 19.8113  26.6312  23.9245 0.7 1 1 7
 26 1 20.2041  25.8272  23.1862 -0.35 1 1 8
 26 2 19.4185  27.4351  24.6627 -0.35 1 1 8
 27 0 10.9767  36.5006  13.3801 0.7 1 1 7
 27 1 10.9802  35.3407  13.3747 -0.35 1 1 8
 27 2 10.9732  37.6606  13.3856 -0.35 1 1 8
 28 0 3.14729  24.0785  8.45607 0.7 1 1 7
 28 1 2.94245  23.1705  7.76392 -0.35 1 1 8
 28 2 3.35213  24.9866  9.14823 -0.35 1 1 8
 29 0 15.2929  18.5892  23.1261 0.7 1 1 7
 29 1 15.3917  19.7441  23.1724 -0.35 1 1 8
 29 2 15.1942  17.4343  23.0799 -0.35 1 1 8
 30 0 1.21641  10.4142  1.14869 0.7 1 1 7
 30 1 0.988965  10.2048  2.26672 -0.35 1 1 8
 30 2 1.44386  10.6237  0.0306536 -0.35 1 1 8
 31 0 24.3018  21.4851  17.674 0.7 1 1 7
 31 1 24.7681  22.2931  18.3635 -0.35 1 1 8
 31 2 23.8356  20.6771  16.9845 -0.35 1 1 8
 32 0 32.2758  45.5026  25.1914 0.7 1 1 7
 32 1 31.7175  46.4985  25.3964 -0.35 1 1 8
 32 2 32.8341  44.5066  24.9864 -0.35 1 1 8
 33 0 20.9164  4.06477  28.2351 0.7 1 1 7
 33 1 22.0526  3.89594  28.397 -0.35 1 1 8
 33 2 19.7802  4.2336  28.0733 -0.35 1 1 8
 34 0 24.7501  45.5511  30.3018 0.7 1 1 7
 34 1 25.2496  45.9402  29.3299 -0.35 1 1 8
 34 2 24.2507  45.162  31.2738 -0.35 1 1 8
 35 0 27.9661  6.91957  12.3227 0.7 1 1 7
 35 1 28.7511  7.69999  12.6697 -0.35 1 1 8
 35 2 27.1812  6.13916  11.9757 -0.35 1 1 8
 36 0 13.1213  28.5637  4.31673 0.7 1 1 7
 36 1 13.0616  27.6612  3.5905 -0.35 1 1 8
 36 2 13.181  29.4663  5.04297 -0.35 1 1 8
 37 0 10.8713  19.0694  24.2655 0.7 1 1 7
 37 1 9.74247  19.3315  24.2131 -0.35 1 1 8
 37 2 12  18.8073  24.3179 -0.35 1 1 8
 38 0 28.1973  26.1199  26.7199 0.7 1 1 7
 38 1 28.6514  26.2614  25.6618 -0.35 1 1 8
 38 2 27.7432  25.9783  27.7779 -0.35 1 1 8
 39 0 17.0043  41.3974  27.6824 0.7 1 1 7
 39 1 16.9573  41.9377  26.657 -0.35 1 1 8
 39 2 17.0513  40.857  28.7078 -0.35 1 1 8
 40 0 1.67683  27.3714  29.2253 0.7 1 1 7
 40 1 0.645364  27.2044  29.7291 -0.35 1 1 8
 40 2 2.7083  27.5385  28.7216 -0.35 1 1 8
 41 0 33.4106  34.6128  24.8849 0.7 1 1 7
 41 1 32.7871  34.327  25.8204 -0.35 1 1 8
 41 2 34.034  34.8986  23.9494 -0.35 1 1 8
 42 0 0.657425  13.9495  30.3263 0.7 1 1 7
 42 1 0.296912  13.4258  29.3561 -0.35 1 1 8
 42 2 1.01794  14.4733  31.2965 -0.35 1 1 8
 43 0 17.8723  30.1122  21.6106 0.7 1 1 7
 43 1 17.0864  29.8042  22.4063 -0.35 1 1 8
 43 2 18.6581  30.4202  20.8148 -0.35 1 1 8
 44 0 17.0306  19.2134  16.1173 0.7 1 1 7
 44 1 17.0527  20.3659  16.2475 -0.35 1 1 8
 44 2 17.0085  18.0609  15.9872 -0.35 1 1 8
 45 0 27.1417  25.663  10.8758 0.7 1 1 7
 45 1 26.3676  24.8081  10.7506 -0.35 1 1 8
 45 2 27.9157  26.5178  11.0011 -0.35 1 1 8
 46 0 13.1429  3.57977  11.5053 0.7 1 1 7
 46 1 12.868  4.22224  12.4312 -0.35 1 1 8
 46 2 13.4179  2.93731  10.5794 -0.35 1 1 8
 47 0 10.7079  46.2539  21.8833 0.7 1 1 7
 47 1 10.2945  45.8866  20.8636 -0.35 1 1 8
 47 2 11.1213  46.6212  22.903 -0.35 1 1 8
 48 0 8.3083  7.20611  8.18955 0.7 1 1 7
 48 1 7.9096  6.71575  7.21683 -0.35 1 1 8
 48 2 8.707  7.69647  9.16226 -0.35 1 1 8
 49 0 15.5055  14.5805  4.34403 0.7 1 1 7
 49 1 15.5753  14.8692  3.22272 -0.35 1 1 8
 49 2 15.4357  14.2917  5.46535 -0.35 1 1 8
 50 0 10.5977  4.11917  25.0758 0.7 1 1 7
 50 1 10.172  3.36658  25.8491 -0.35 1 1 8
 50 2 11.0234  4.87175  24.3025 -0.35 1 1 8
 51 0 1.61572  44.8297  27.4648 0.7 1 1 7
 51 1 2.52262  44.6346  28.1613 -0.35 1 1 8
 51 2 0.708832  45.0247  26.7683 -0.35 1 1 8
 52 0 4.69394  31.7753  23.178 0.7 1 1 7
 52 1 3.70521  32.3437  23.39 -0.35 1 1 8
 52 2 5.68267  31.207  22.9659 -0.35 1 1 8
 53 0 28.9586  3.70027  15.711 0.7 1 1 7
 53 1 29.8152  3.63189  14.9318 -0.35 1 1 8
 53 2 28.102  3.76865  16.4902 -0.35 1 1 8
 54 0 18.713  34.1596  24.9809 0.7 1 1 7
 54 1 18.3372  33.4988  25.8571 -0.35 1 1 8
 54 2 19.0887  34.8203  24.1046 -0.35 1 1 8
 55 0 18.1698  13.5103  22.2247 0.7 1 1 7
 55 1 17.58  14.3033  21.6172 -0.35 1 1 8
 55 2 18.7595  12.7174  22.8321 -0.35 1 1 8
 56 0 0.184791  17.9279  29.8228 0.7 1 1 7
 56 1 0.749878  18.7594  29.2442 -0.35 1 1 8
 56 2 -0.380295  17.0963  30.4014 -0.35 1 1 8
 57 0 8.30513  11.0681  28.1131 0.7 1 1 7
 57 1 8.95854  11.9939  27.8649 -0.35 1 1 8
 57 2 7.65171  10.1423  28.3612 -0.35 1 1 8
 58 0 35.118  18.4118  2.69469 0.7 1 1 7
 58 1 35.0732  19.5701  2.64966 -0.35 1 1 8
 58 2 35.1628  17.2536  2.73973 -0.35 1 1 8
 59 0 27.2328  26.8729  22.6788 0.7 1 1 7
 59 1 26.801  25.834  22.9613 -0.35 1 1 8
 59 2 27.6646  27.9118  22.3963 -0.35 1 1 8
 60 0 13.1644  40.9244  9.6171 0.7 1 1 7
 60 1 14.1594  40.384  9.36516 -0.35 1 1 8
 60 2 12.1694  41.4649  9.86903 -0.35 1 1 8
 61 0 13.3944  23.3423  38.5093 0.7 1 1 7
 61 1 12.434  22.7079  38.3652 -0.35 1 1 8
 61 2 14.3548  23.9767  38.6534 -0.35 1 1 8
 62 0 13.5077  21.9717  8.94928 0.7 1 1 7
 62 1 12.3755  21.8912  8.71019 -0.35 1 1 8
 62 2 14.64  22.0522  9.18837 -0.35 1 1 8
 63 0 7.55856  44.855  26.2182 0.7 1 1 7
 63 1 7.3689  45.5012  27.1626 -0.35 1 1 8
 63 2 7.74822  44.2087  25.2738 -0.35 1 1 8
 64 0 24.1801  35.6341  12.5786 0.7 1 1 7
 64 1 24.682  34.9266  13.3487 -0.35 1 1 8
 64 2 23.6781  36.3416  11.8085 -0.35 1 1 8
 65 0 11.3505  7.55049  38.3743 0.7 1 1 7
 65 1 10.6548  8.46648  38.5245 -0.35 1 1 8
 65 2 12.0462  6.6345  38.224 -0.35 1 1 8
 66 0 6.53101  18.6704  11.1157 0.7 1 1 7
 66 1 7.26021  17.8003  10.8773 -0.35 1 1 8
 66 2 5.8018  19.5404  11.354 -0.35 1 1 8
 67 0 16.3737  44.4928  4.34502 0.7 1 1 7
 67 1 15.8136  43.9036  3.51748 -0.35 1 1 8
 67 2 16.9337  45.082  5.17255 -0.35 1 1 8
 68 0 2.69895  7.02876  9.13559 0.7 1 1 7
 68 1 3.5388  7.54544  9.74656 -0.35 1 1 8
 68 2 1.85909  6.51209  8.52461 -0.35 1 1 8
 69 0 19.9247  19.1992  39.1255 0.7 1 1 7
 69 1 21.0439  19.335  39.3983 -0.35 1 1 8
 69 2 18.8055  19.0634  38.8526 -0.35 1 1 8
 70 0 27.8185  8.55658  35.7187 0.7 1 1 7
 70 1 27.3257  9.04194  36.6499 -0.35 1 1 8
 70 2 28.3113  8.07122  34.7875 -0.35 1 1 8
 71 0 32.1432  42.2386  27.6481 0.7 1 1 7
 71 1 31.9983  43.3597  27.388 -0.35 1 1 8
 71 2 32.2881  41.1174  27.9082 -0.35 1 1 8
 72 0 14.1649  26.3648  36.2851 0.7 1 1 7
 72 1 13.2365  25.7879  36.6734 -0.35 1 1 8
 72 2 15.0933  26.9417  35.8969 -0.35 1 1 8
 73 0 24.2109  26.1965  24.3229 0.7 1 1 7
 73 1 23.3983  25.5373  23.8221 -0.35 1 1 8
 73 2 25.0235  26.8556  24.8238 -0.35 1 1 8
 74 0 20.4033  29.8546  30.2217 0.7 1 1 7
 74 1 20.0381  30.0171  31.3106 -0.35 1 1 8
 74 2 20.7684  29.6921  29.1327 -0.35 1 1 8
 75 0 27.2488  11.6954  38.2049 0.7 1 1 7
 75 1 27.098  12.1292  37.1397 -0.35 1 1 8
 75 2 27.3995  11.2616  39.2702 -0.35 1 1 8
 76 0 30.51  19.0458  36.2476 0.7 1 1 7
 76 1 29.9462  20.012  35.9406 -0.35 1 1 8
 76 2 31.0738  18.0796  36.5545 -0.35 1 1 8
 77 0 11.986  37.3251  8.92105 0.7 1 1 7
 77 1 12.6479  37.7483  9.77449 -0.35 1 1 8
 77 2 11.324  36.9019  8.0676 -0.35 1 1 8
 78 0 32.5627  38.1137  9.132 0.7 1 1 7
 78 1 31.4116  38.0944  9.2741 -0.35 1 1 8
 78 2 33.7138  38.133  8.9899 -0.35 1 1 8
 79 0 26.9747  33.6038  29.0286 0.7 1 1 7
 79 1 26.6802  34.7242  29.089 -0.35 1 1 8
 79 2 27.2693  32.4835  28.9683 -0.35 1 1 8
 80 0 17.3486  36.0359  34.6479 0.7 1 1 7
 80 1 16.8697  36.7504  33.8696 -0.35 1 1 8
 80 2 17.8276  35.3214  35.4261 -0.35 1 1 8
 81 0 10.2314  0.799288  30.5121 0.7 1 1 7
 81 1 10.2538  1.70748  29.7908 -0.35 1 1 8
 81 2 10.2091  -0.108903  31.2334 -0.35 1 1 8
 82 0 3.40703  26.43  24.5425 0.7 1 1 7
 82 1 3.901  25.4071  24.778 -0.35 1 1 8
 82 2 2.91307  27.4528  24.307 -0.35 1 1 8
 83 0 24.937  11.2036  15.3947 0.7 1 1 7
 83 1 25.9715  11.3212  15.9062 -0.35 1 1 8
 83 2 23.9025  11.0859  14.8832 -0.35 1 1 8
 84 0 30.8246  11.3866  10.1342 0.7 1 1 7
 84 1 29.7133  11.5141  10.4411 -0.35 1 1 8
 84 2 31.936  11.2591  9.8274 -0.35 1 1 8
 85 0 7.66873  18.347  2.96035 0.7 1 1 7
 85 1 8.01228  17.2649  3.19835 -0.35 1 1 8
 85 2 7.32518  19.4291  2.72234 -0.35 1 1 8
 86 0 3.90967  27.4774  12.033 0.7 1 1 7
 86 1 3.91984  27.4548  10.8733 -0.35 1 1 8
 86 2 3.89951  27.5  13.1928 -0.35 1 1 8
 87 0 26.9058  31.706  22.2392 0.7 1 1 7
 87 1 27.2908  32.364  23.1135 -0.35 1 1 8
 87 2 26.5207  31.0481  21.3649 -0.35 1 1 8
 88 0 0.619725  0.635055  3.76436 0.7 1 1 7
 88 1 1.769  0.789327  3.7333 -0.35 1 1 8
 88 2 -0.529551  0.480784  3.79542 -0.35 1 1 8
 89 0 23.9645  3.64374  15.0155 0.7 1 1 7
 89 1 22.9734  4.21924  14.8364 -0.35 1 1 8
 89 2 24.9556  3.06824  15.1946 -0.35 1 1 8
 90 0 4.61905  26.5466  38.0481 0.7 1 1 7
 90 1 4.94492  26.038  39.0384 -0.35 1 1 8
 90 2 4.29318  27.0553  37.0578 -0.35 1 1 8
 91 0 5.18677  5.0894  9.71081 0.7 1 1 7
 91 1 4.37328  4.32859  10.0349 -0.35 1 1 8
 91 2 6.00026  5.8502  9.38676 -0.35 1 1 8
 92 0 28.7149  0.586338  26.4187 0.7 1 1 7
 92 1 29.1282  -0.456753  26.1242 -0.35 1 1 8
 92 2 28.3015  1.62943  26.7132 -0.35 1 1 8
 93 0 2.84589  19.2262  9.94547 0.7 1 1 7
 93 1 3.40383  18.2093  9.95693 -0.35 1 1 8
 93 2 2.28796  20.2432  9.93401 -0.35 1 1 8
 94 0 26.0279  18.4527  25.674 0.7 1 1 7
 94 1 24.9952  18.9677  25.7919 -0.35 1 1 8
 94 2 27.0606  17.9377  25.5561 -0.35 1 1 8
 95 0 5.53563  11.639  13.7852 0.7 1 1 7
 95 1 6.10035  11.4761  12.7851 -0.35 1 1 8
 95 2 4.9709  11.8018  14.7853 -0.35 1 1 8
 96 0 22.3206  35.6498  17.0851 0.7 1 1 7
 96 1 22.7787  34.6756  16.6529 -0.35 1 1 8
 96 2 21.8626  36.624  17.5172 -0.35 1 1 8
 97 0 18.8863  7.61332  12.4715 0.7 1 1 7
 97 1 18.2115  7.12856  13.2809 -0.35 1 1 8
 97 2 19.5612  8.09808  11.6621 -0.35 1 1 8
 98 0 8.46574  9.27298  35.7604 0.7 1 1 7
 98 1 7.39367  9.25723  36.2031 -0.35 1 1 8
 98 2 9.53781  9.28873  35.3177 -0.35 1 1 8
 99 0 31.9824  34.4746  14.3494 0.7 1 1 7
 99 1 32.8048  34.9425  15.0204 -0.35 1 1 8
 99 2 31.1599  34.0067  13.6784 -0.35 1 1 8
 100 0 10.7583  26.3038  37.6037 0.7 1 1 7
 100 1 10.8819  25.4568  38.3866 -0.35 1 1 8
 100 2 10.6347  27.1508  36.8208 -0.35 1 1 8
 101 0 34.1913  32.7979  11.7178 0.7 1 1 7
 101 1 33.2328  32.4413  11.1703 -0.35 1 1 8
 101 2 35.1498  33.1545  12.2652 -0.35 1 1 8
 102 0 13.6938  4.09617  1.23484 0.7 1 1 7
 102 1 14.582  3.66804  0.623845 -0.35 1 1 8
 102 2 12.8055  4.5243  1.84584 -0.35 1 1 8
 103 0 3.75922  8.52754  17.5264 0.7 1 1 7
 103 1 3.21028  8.88362  16.5685 -0.35 1 1 8
 103 2 4.30816  8.17147  18.4842 -0.35 1 1 8
 104 0 28.7794  40.9564  16.1426 0.7 1 1 7
 104 1 28.4477  42.0459  15.922 -0.35 1 1 8
 104 2 29.1111  39.867  16.3632 -0.35 1 1 8
 105 0 5.16213  33.8188  11.0315 0.7 1 1 7
 105 1 5.96373  32.9803  11.0322 -0.35 1 1 8
 105 2 4.36053  34.6572  11.0308 -0.35 1 1 8
 106 0 31.7392  12.2604  29.2275 0.7 1 1 7
 106 1 31.5689  11.159  28.9056 -0.35 1 1 8
 106 2 31.9096  13.3617  29.5493 -0.35 1 1 8
 107 0 11.2957  29.2451  0.0164111 0.7 1 1 7
 107 1 10.1718  28.9817  0.129785 -0.35 1 1 8
 107 2 12.4197  29.5085  -0.0969624 -0.35 1 1 8
 108 0 27.0331  4.2836  1.97169 0.7 1 1 7
 108 1 26.1313  4.99924  2.11369 -0.35 1 1 8
 108 2 27.9349  3.56795  1.82969 -0.35 1 1 8
 109 0 29.2714  19.8545  25.6178 0.7 1 1 7
 109 1 29.3695  19.6315  26.7519 -0.35 1 1 8
 109 2 29.1733  20.0775  24.4837 -0.35 1 1 8
 110 0 22.7796  28.5385  22.4123 0.7 1 1 7
 110 1 23.902  28.6062  22.6974 -0.35 1 1 8
 110 2 21.6572  28.4708  22.1272 -0.35 1 1 8
 111 0 3.32097  30.2649  4.59787 0.7 1 1 7
 111 1 2.78508  29.4061  4.03133 -0.35 1 1 8
 111 2 3.85687  31.1236  5.16441 -0.35 1 1 8
 112 0 14.4302  34.3344  9.79714 0.7 1 1 7
 112 1 14.1963  33.2252  10.0433 -0.35 1 1 8
 112 2 14.6641  35.4435  9.55094 -0.35 1 1 8
 113 0 30.7833  3.76423  37.8796 0.7 1 1 7
 113 1 31.8158  3.58381  38.3766 -0.35 1 1 8
 113 2 29.7508  3.94465  37.3827 -0.35 1 1 8
 114 0 15.6211  11.5465  25.0194 0.7 1 1 7
 114 1 15.919  12.2251  25.9117 -0.35 1 1 8
 114 2 15.3231  10.8678  24.127 -0.35 1 1 8
 115 0 7.30307  12.1538  39.125 0.7 1 1 7
 115 1 6.89212  12.2822  38.0479 -0.35 1 1 8
 115 2 7.71401  12.0253  40.2021 -0.35 1 1 8
 116 0 25.2335  14.9771  30.2419 0.7 1 1 7
 116 1 26.1661  15.0947  30.9215 -0.35 1 1 8
 116 2 24.3008  14.8595  29.5622 -0.35 1 1 8
 117 0 20.3762  41.9112  36.922 0.7 1 1 7
 117 1 21.4531  42.1714  36.5781 -0.35 1 1 8
 117 2 19.2994  41.651  37.2659 -0.35 1 1 8
 118 0 28.0715  5.60253  8.46736 0.7 1 1 7
 118 1 27.6533  4.91057  9.29917 -0.35 1 1 8
 118 2 28.4897  6.29448  7.63556 -0.35 1 1 8
 119 0 7.40171  4.24106  37.0271 0.7 1 1 7
 119 1 6.98533  3.58478  36.166 -0.35 1 1 8
 119 2 7.81808  4.89735  37.8882 -0.35 1 1 8
 120 0 21.1468  39.748  17.1558 0.7 1 1 7
 120 1 20.4337  38.9328  17.5712 -0.35 1 1 8
 120 2 21.8599  40.5632  16.7404 -0.35 1 1 8
 121 0 20.5377  22.791  16.9105 0.7 1 1 7
 121 1 21.5734  22.8595  17.4283 -0.35 1 1 8
 121 2 19.5019  22.7224  16.3927 -0.35 1 1 8
 122 0 25.426  34.2753  1.82873 0.7 1 1 7
 122 1 25.7134  34.4188  2.94339 -0.35 1 1 8
 122 2 25.1387  34.1319  0.714073 -0.35 1 1 8
 123 0 21.8047  26.4042  27.3874 0.7 1 1 7
 123 1 21.7023  26.267  28.5347 -0.35 1 1 8
 123 2 21.907  26.5414  26.2401 -0.35 1 1 8
 124 0 17.9587  3.19672  13.7271 0.7 1 1 7
 124 1 17.6658  2.96275  12.6294 -0.35 1 1 8
 124 2 18.2515  3.43068  14.8249 -0.35 1 1 8
 125 0 3.50631  0.709215  21.3592 0.7 1 1 7
 125 1 3.69516  1.3505  22.3072 -0.35 1 1 8
 125 2 3.31747  0.0679305  20.4112 -0.35 1 1 8
 126 0 4.36553  3.00174  39.8323 0.7 1 1 7
 126 1 3.91352  3.17332  38.7778 -0.35 1 1 8
 126 2 4.81753  2.83016  40.8867 -0.35 1 1 8
 127 0 33.2839  7.69553  34.7525 0.7 1 1 7
 127 1 33.6347  7.50329  35.8414 -0.35 1 1 8
 127 2 32.933  7.88777  33.6637 -0.35 1 1 8
 128 0 5.32323  26.6883  27.7148 0.7 1 1 7
 128 1 5.23906  25.8076  28.4651 -0.35 1 1 8
 128 2 5.40741  27.569  26.9646 -0.35 1 1 8
 129 0 30.5638  34.6592  10.0902 0.7 1 1 7
 129 1 29.7234  33.9526  9.71615 -0.35 1 1 8
 129 2 31.4043  35.3658  10.4642 -0.35 1 1 8
 130 0 32.6498  29.2611  30.1422 0.7 1 1 7
 130 1 32.432  28.8688  29.0725 -0.35 1 1 8
 130 2 32.8675  29.6534  31.2119 -0.35 1 1 8
 131 0 17.6555  11.325  1.94574 0.7 1 1 7
 131 1 16.6298  10.8139  2.12547 -0.35 1 1 8
 131 2 18.6812  11.8362  1.76602 -0.35 1 1 8
 132 0 19.3712  16.9987  29.9253 0.7 1 1 7
 132 1 19.1303  16.0727  30.581 -0.35 1 1 8
 132 2 19.6121  17.9248  29.2695 -0.35 1 1 8
 133 0 20.3542  8.21904  17.4576 0.7 1 1 7
 133 1 19.903  7.392  18.1344 -0.35 1 1 8
 133 2 20.8055  9.04607  16.7809 -0.35 1 1 8
 134 0 8.91256  3.44876  15.6991 0.7 1 1 7
 134 1 7.93792  3.07157  16.2024 -0.35 1 1 8
 134 2 9.88721  3.82596  15.1957 -0.35 1 1 8
 135 0 19.4337  14.6807  3.35417 0.7 1 1 7
 135 1 19.8142  14.1268  4.29971 -0.35 1 1 8
 135 2 19.0533  15.2346  2.40863 -0.35 1 1 8
 136 0 10.4612  1.34721  21.6203 0.7 1 1 7
 136 1 9.85783  0.69743  20.8724 -0.35 1 1 8
 136 2 11.0646  1.997  22.3682 -0.35 1 1 8
 137 0 31.7828  32.7286  3.62157 0.7 1 1 7
 137 1 31.0703  31.8169  3.70273 -0.35 1 1 8
 137 2 32.4952  33.6404  3.54041 -0.35 1 1 8
 138 0 32.3388  6.76228  17.6915 0.7 1 1 7
 138 1 33.1078  7.22613  18.4258 -0.35 1 1 8
 138 2 31.5698  6.29842  16.9573 -0.35 1 1 8
 139 0 11.2955  26.508  11.7486 0.7 1 1 7
 139 1 10.9859  27.1644  10.8437 -0.35 1 1 8
 139 2 11.605  25.8517  12.6536 -0.35 1 1 8
 140 0 7.61576  29.7963  21.1783 0.7 1 1 7
 140 1 6.7044  29.8282  20.4613 -0.35 1 1 8
 140 2 8.52713  29.7644  21.8952 -0.35 1 1 8
 141 0 29.3214  15.9202  30.5605 0.7 1 1 7
 141 1 29.622  14.8935  31.0091 -0.35 1 1 8
 141 2 29.0209  16.9468  30.1118 -0.35 1 1 8
 142 0 33.2095  13.3596  0.382941 0.7 1 1 7
 142 1 34.1481  13.2464  1.05507 -0.35 1 1 8
 142 2 32.2708  13.4728  -0.28919 -0.35 1 1 8
 143 0 12.5011  15.9238  29.0099 0.7 1 1 7
 143 1 13.6027  15.7946  28.6701 -0.35 1 1 8
 143 2 11.3995  16.0529  29.3497 -0.35 1 1 8
 144 0 24.8124  4.03014  10.8106 0.7 1 1 7
